Id,Init,Completion,Type,Kinetic
8b00ba8eff,5.25812,11.4581,Turn,1
8b00ba8eff,14.4981,16.7381,Turn,1
8b7447aec8,20.3766,29.5766,Turn,1
8b7447aec8,29.5766,33.3366,Turn,1
8b7447aec8,48.9366,51.3766,Turn,1
8be4dbd97d,6.58313,14.4831,StartHesitation,1
8be5450d74,8.15312,10.1531,Turn,1
8be5450d74,16.1131,21.7531,Turn,1
8c149c4de4,14.8,20.68,Turn,1
8c149c4de4,24.12,34.06,Turn,1
8c149c4de4,37.82,41.14,StartHesitation,1
8c2be63bd3,6.1025,7.0225,StartHesitation,1
8c2be63bd3,28.6025,29.6825,Turn,0
8c2be63bd3,33.2225,36.1825,Turn,0
8c2be63bd3,37.8625,40.8625,Turn,1
8d0134358e,15.9475,17.6075,Turn,1
8d0134358e,18.5675,20.6075,Turn,1
8ea486ad59,16.2834,34.1634,Turn,1
8ea486ad59,39.4034,54.2034,Turn,1
9131b68d1e,5.24781,6.28781,StartHesitation,1
9131b68d1e,8.00781,17.9278,Turn,1
9131b68d1e,17.9278,31.3278,Turn,1
9166ea61ac,7.75687,16.7569,Turn,1
9166ea61ac,17.5569,23.3169,Turn,1
9166ea61ac,23.4369,24.9169,Walking,1
9166ea61ac,35.9569,37.0769,Turn,1
9166ea61ac,44.9169,47.7169,Turn,1
91ffb7843c,13.1316,14.4916,StartHesitation,0
91ffb7843c,26.7716,29.1716,Turn,1
91ffb7843c,48.8916,54.2516,Turn,1
91ffb7843c,57.1316,67.0516,Turn,1
93d1df5c33,32.76,41.54,Turn,1
93dc071d54,8.27875,13.5987,Turn,1
93dc071d54,19.3787,21.0187,Turn,1
94305d2147,21.7359,22.9759,Turn,1
94305d2147,24.8559,26.5759,Turn,1
9444579a07,19.5616,21.6816,Turn,1
9444579a07,25.4816,26.8016,Turn,1
9444579a07,27.1616,29.1616,Turn,1
9444579a07,31.5216,36.2416,Turn,1
9444579a07,36.8016,39.2016,Turn,1
9444579a07,39.9616,42.6416,Turn,1
9444579a07,43.6416,48.5616,Turn,1
9444579a07,59.0816,60.1216,Turn,1
9497d3c6f1,7.73469,9.57469,Turn,1
9497d3c6f1,12.9947,17.3947,Turn,1
9497d3c6f1,20.3747,22.8547,Turn,1
9497d3c6f1,26.2147,33.3747,Turn,0
9497d3c6f1,39.0747,43.0347,Turn,1
94d4aedadb,7.49094,9.21094,StartHesitation,0
94d4aedadb,18.6909,22.5709,Turn,1
94d4aedadb,24.0109,27.2109,Turn,1
94d4aedadb,31.4509,36.0109,Turn,1
94d4aedadb,50.9309,53.9309,Turn,1
94e970b1b7,12.4,16.44,Turn,1
94e970b1b7,23.92,29.96,Turn,1
94e970b1b7,39.48,41.48,Turn,1
94e970b1b7,49.74,52.02,StartHesitation,1
94e970b1b7,66.94,72.5,Turn,1
956d65047a,7.085,8.305,Turn,1
956d65047a,9.185,9.905,Turn,1
965edc6cd7,7.09563,15.1756,Turn,1
965edc6cd7,16.0556,25.8156,Turn,1
965edc6cd7,37.7356,39.0156,Turn,1
965edc6cd7,46.1556,48.0756,Turn,1
96b981089b,9.05687,32.6569,Turn,1
96b981089b,54.1369,59.1369,Turn,1
96f502720c,22.8,24.66,Turn,1
97f652eb7a,10.3231,11.6031,Turn,1
988622d76a,12.6784,13.7984,Turn,1
98995aca75,34.6662,38.9462,Turn,1
98fad07069,26.7278,27.5678,Turn,1
9909a2f249,25.7928,26.9928,Walking,1
9a74e3005d,11.7184,13.1984,Turn,1
9a74e3005d,13.8784,16.3184,Turn,1
9a7a5e1df2,9.64,138.88,StartHesitation,1
9a7a5e1df2,139.8,278.36,Turn,1
9a7a5e1df2,280.4,302.74,Turn,1
9a7a5e1df2,307.18,755.32,Turn,1
9b378f315c,5.1825,7.7425,StartHesitation,1
9b378f315c,23.5425,27.6225,Turn,1
9b378f315c,32.3825,35.2625,Walking,1
9b5626b353,19.2372,20.1972,Turn,1
9b5626b353,25.8572,26.2972,Turn,1
9b5f857536,22.8059,23.3059,Turn,1
9cb654d456,8.26375,19.9237,Turn,1
9d02d58fa7,36.39,37.09,Walking,1
9d161e0027,15.1581,16.6781,Turn,1
9d6017c17e,2.84,59.64,StartHesitation,1
9d6017c17e,59.64,189.44,Turn,1
9d6017c17e,191.32,232.42,Turn,1
9d6017c17e,237.66,248.0,Walking,1
9d6017c17e,251.9,253.62,Turn,1
9d6017c17e,261.1,262.9,Turn,1
9e0442296b,13.75,15.15,Turn,1
9e0b9001cf,12.7819,14.7819,Turn,1
9e0b9001cf,43.0219,43.9819,Walking,1
9e6056e271,13.9534,29.5934,Turn,1
9e6056e271,33.8334,72.1534,Turn,1
9e6056e271,75.1134,80.8734,StartHesitation,0
9e6056e271,83.2734,91.4734,Walking,1
9e6056e271,95.0334,98.5534,Walking,1
9eed1eba0b,16.08,45.92,Turn,1
9eed1eba0b,45.92,74.82,Turn,1
9eed1eba0b,80.36,82.14,Walking,0
9eed1eba0b,104.92,108.3,Walking,0
9eed1eba0b,115.48,121.64,Turn,1
9fc94b7eb6,29.78,31.46,Turn,1
9fc94b7eb6,36.28,37.92,Turn,1
9fe5fd449e,10.4019,11.9619,Turn,1
a066ac7aaa,11.5391,36.6991,Turn,1
a066ac7aaa,36.6991,49.6991,Turn,1
a066ac7aaa,59.8191,63.0991,Turn,1
a066ac7aaa,71.4991,77.0191,Turn,1
a171e61840,13.6706,25.5906,Turn,1
a171e61840,26.0706,36.1906,Turn,1
a1c05bd2b2,14.64,15.72,Turn,1
a1c05bd2b2,28.32,30.28,Turn,1
a20d4c7439,8.27687,11.5369,Turn,1
a20d4c7439,12.2769,12.9169,Turn,1
a20d4c7439,18.7569,22.3569,Turn,1
a20d4c7439,28.8369,29.9569,Turn,1
a2a73a7211,3.94906,6.66906,Turn,1
a2a73a7211,7.78906,12.9091,Turn,1
a2a73a7211,14.7491,21.2691,Turn,1
a2a73a7211,22.5891,23.6691,Turn,1
a2a73a7211,32.4291,34.6691,Turn,1
a482f6869f,11.8559,12.4759,Turn,1
a68f95a17d,10.2,129.8,StartHesitation,1
a68f95a17d,129.8,514.6,Turn,1
a68f95a17d,518.6,526.16,StartHesitation,1
a68f95a17d,529.96,545.36,Turn,1
a69107b05b,7.92,71.08,StartHesitation,1
a69107b05b,71.09,194.6,Turn,1
a69107b05b,195.64,224.14,Turn,1
a69107b05b,226.98,240.98,StartHesitation,1
a69107b05b,242.86,271.82,Turn,1
a69107b05b,277.16,279.2,Turn,1
a6d35117dc,26.8216,29.7816,Turn,1
a7ac888810,9.525,18.465,Turn,1
a7ac888810,18.465,21.945,Turn,1
a84480ced9,33.52,38.22,Turn,1
a84480ced9,47.3,50.58,Turn,1
a84480ced9,53.78,58.82,Turn,1
a84480ced9,67.28,68.6,Turn,1
a84480ced9,74.84,81.28,Turn,1
a84480ced9,86.78,87.14,Turn,1
a84480ced9,95.22,107.22,Turn,1
a875e6b7d9,9.15844,10.7984,Turn,1
a875e6b7d9,15.8784,19.0384,Turn,1
a875e6b7d9,19.4584,22.1584,Turn,1
a875e6b7d9,23.7184,26.9584,Turn,1
a875e6b7d9,28.3584,29.4784,Turn,1
a875e6b7d9,32.2384,37.0384,Turn,1
a9332a5f96,85.7691,95.9691,StartHesitation,1
a939703532,21.8619,26.0219,Turn,1
a939703532,29.9819,31.2619,Turn,1
a9d5ce182e,11.7994,22.5994,Turn,1
a9d5ce182e,39.0394,41.5194,Turn,1
ab0b48f1f9,7.27438,13.3544,Turn,1
ab0b48f1f9,13.3544,26.7744,Turn,1
ab0b48f1f9,38.9744,39.8944,Turn,1
ab359dc4b5,8.54344,17.7434,Turn,1
ab359dc4b5,18.8634,26.9034,Turn,1
ab359dc4b5,39.7034,41.9434,Turn,1
ab359dc4b5,48.7434,50.5034,Turn,1
ab366d69a2,7.68031,20.0403,Turn,1
ab366d69a2,22.6003,25.3603,Turn,1
ab366d69a2,44.0403,46.2403,Turn,1
acf784d6d7,2.48,4.24,StartHesitation,1
acf784d6d7,8.84,41.28,Turn,1
acf784d6d7,44.12,57.88,Turn,1
acf784d6d7,64.0,70.06,Walking,1
acf784d6d7,73.38,96.74,Turn,1
ad13e83b8d,20.4656,22.2256,StartHesitation,1
ad4bbe2f0c,22.3841,30.8841,Turn,1
ad4bbe2f0c,32.6241,34.0441,Turn,1
ad862a4c04,25.3097,29.0297,Turn,1
ad862a4c04,29.9497,45.7297,Turn,1
ad862a4c04,54.2097,56.9697,Turn,1
ad862a4c04,62.3497,63.3897,Turn,1
ade2fd6323,11.6734,13.2334,Turn,0
ade2fd6323,19.6934,20.2134,Turn,0
ade2fd6323,22.4534,25.4934,Turn,0
ade2fd6323,25.6134,28.1934,Turn,0
ade2fd6323,29.6334,31.9334,Turn,0
ade2fd6323,32.8534,36.4134,Turn,1
ade2fd6323,42.3334,44.2534,Turn,1
ae4d837055,6.59437,7.27437,StartHesitation,1
ae4d837055,10.0344,12.7944,Turn,1
ae4d837055,15.1344,19.5744,Turn,1
ae4d837055,20.6344,28.6344,Turn,1
ae4d837055,28.9944,32.0344,Turn,1
ae4d837055,35.2544,39.6544,Turn,1
ae4d837055,51.5744,53.0944,Turn,1
ae824be674,21.48,23.16,Turn,1
ae8c67086b,15.1872,31.5072,Turn,1
ae8c67086b,32.8272,59.9672,Turn,1
ae8c67086b,69.1672,71.8072,Turn,1
af012f2ceb,9.485,10.325,StartHesitation,0
af012f2ceb,13.605,24.125,Turn,1
af012f2ceb,25.845,38.565,Turn,1
af012f2ceb,49.845,52.365,Turn,1
af1e5bc98c,13.9253,23.0053,Turn,1
af1e5bc98c,32.8653,33.5853,Turn,1
b053b9826c,9.44437,10.8844,Turn,1
b053b9826c,15.3644,19.9844,Turn,1
b05dea879a,3.21219,6.01219,StartHesitation,1
b05dea879a,8.73219,28.8922,Turn,1
b05dea879a,39.2522,40.7322,Turn,1
b05dea879a,49.0122,54.6922,Turn,1
b0be1a5d4f,33.9809,35.7409,Turn,1
b0be1a5d4f,38.9809,42.7809,Turn,1
b0be1a5d4f,50.1409,53.1009,Turn,1
b0be1a5d4f,63.5809,70.9009,Turn,1
b0be1a5d4f,84.1009,87.0609,Turn,1
b19eb6e513,12.04,144.84,StartHesitation,1
b19eb6e513,145.44,292.72,Turn,1
b19eb6e513,309.18,340.0,Turn,1
b19eb6e513,343.64,391.72,StartHesitation,1
b3cc7debd8,6.69062,8.89062,Turn,1
b3cc7debd8,8.89062,18.3506,Turn,1
b4368821a4,12.0987,13.3787,Turn,1
b4368821a4,17.4187,19.6187,Walking,1
b4368821a4,26.1387,28.6187,Walking,0
b46e7a299f,8.14406,21.7441,Turn,1
b46e7a299f,26.2241,26.7841,Turn,1
b46e7a299f,27.7041,30.4641,Turn,1
b4a40c9efe,13.8887,15.5687,Turn,1
b4a40c9efe,16.1887,25.9487,Turn,1
b4a40c9efe,30.7887,33.2287,Turn,1
b4a40c9efe,34.6687,41.3687,Turn,1
b4a40c9efe,42.5687,44.7287,Walking,1
b4a40c9efe,49.3687,58.9287,Walking,1
b501fddd5a,24.4759,25.7559,Turn,1
b501fddd5a,34.2759,35.5959,StartHesitation,1
b62d30cabd,6.30719,8.90719,StartHesitation,1
b62d30cabd,16.6672,18.1872,Turn,1
b62d30cabd,19.7672,21.8072,Turn,1
b62d30cabd,22.8872,23.8072,Turn,1
b62d30cabd,26.1672,27.0472,Turn,1
b670d1cddd,4.25094,19.4909,StartHesitation,1
b670d1cddd,24.2509,27.2909,Walking,1
b670d1cddd,39.5309,41.3309,Turn,1
b670d1cddd,47.7309,53.6509,Walking,1
b670d1cddd,61.4109,63.6109,Turn,1
b670d1cddd,65.2109,70.3709,Walking,1
b7214cbf21,49.5278,51.9678,Turn,1
b787e23929,18.9903,21.6303,Turn,1
b7c0b93432,7.24219,8.08219,Turn,1
b7c0b93432,10.6422,11.9222,Turn,1
b7fdd5c187,16.7962,20.2762,Turn,1
b7fdd5c187,59.3162,60.6362,Turn,1
b82306d73d,13.3216,19.0416,Turn,1
b82306d73d,22.4816,26.0016,Turn,1
b82306d73d,28.7616,35.9216,Turn,1
b83ea5ec79,9.49281,23.8128,Turn,1
b83ea5ec79,23.8128,39.4528,Turn,1
b86f669e12,9.00094,10.0809,Turn,1
b86f669e12,23.3609,25.0409,Turn,1
b86f669e12,25.7809,26.8209,Turn,1
b96ab3dea9,15.7969,17.9969,Turn,1
b96ab3dea9,17.9969,24.2769,Turn,1
b96ab3dea9,31.3169,32.7169,Turn,1
ba9343dc51,12.015,15.635,Turn,1
ba9343dc51,17.335,18.495,Turn,1
ba9343dc51,19.495,21.015,Turn,1
ba9343dc51,22.175,23.375,Turn,1
ba9343dc51,27.815,29.615,Turn,1
ba9343dc51,33.995,35.555,Turn,1
ba9343dc51,36.475,40.295,Turn,1
babcb58d97,3.48,4.64,StartHesitation,1
babcb58d97,31.96,35.64,Walking,1
bacc8e247b,7.33969,14.4197,Turn,1
bacc8e247b,15.8997,23.0997,Turn,1
bacc8e247b,39.8597,41.2597,Turn,1
bb6997ebf7,18.195,35.635,Turn,1
bb6997ebf7,35.635,52.315,Turn,1
bbd5c55a74,12.415,32.855,Turn,1
bbd5c55a74,32.855,53.415,Turn,1
bbd5c55a74,63.815,66.495,Turn,1
bbe711ca75,8.18031,18.6203,Turn,1
bc2f09d158,15.9575,17.4375,Turn,1
bc2f09d158,41.7975,42.6375,Turn,1
bc4a075d9b,5.32,7.58,StartHesitation,0
bc4a075d9b,19.94,27.78,Turn,0
bc4a075d9b,35.58,43.34,Turn,1
bc75d248da,9.21844,11.2184,StartHesitation,0
bc75d248da,15.6984,40.9384,Turn,1
bc75d248da,42.6584,60.8184,Turn,1
bc75d248da,73.9384,77.3384,Turn,1
bcb632f28d,24.9797,27.5797,Turn,1
bcfd1d3dbf,19.0462,24.4062,Turn,1
bcfd1d3dbf,34.1262,35.4062,Turn,1
bdc9aba2df,10.68,13.74,Turn,1
bdc9aba2df,19.92,20.94,Turn,1
bdddc9f45d,12.8,19.72,Turn,1
be2740b333,4.66,363.7,Turn,1
be2740b333,367.62,372.58,StartHesitation,1
be2740b333,375.26,399.02,Turn,1
be6e0ddcef,3.87562,7.15562,StartHesitation,1
be6e0ddcef,11.6156,56.1356,Turn,1
be6e0ddcef,57.1356,96.9956,Turn,1
be6e0ddcef,101.176,102.136,Walking,1
be6e0ddcef,102.756,104.276,Walking,1
be6e0ddcef,108.156,122.716,Turn,1
be8fdfa712,6.24,23.68,StartHesitation,0
be8fdfa712,26.16,257.16,Turn,1
be8fdfa712,257.16,371.08,Turn,1
be8fdfa712,377.58,386.6,StartHesitation,1
be8fdfa712,388.92,472.36,Turn,1
bec9564ae7,19.4641,20.5041,Turn,1
bfe8fee128,9.0,101.8,StartHesitation,1
bfe8fee128,101.9,683.88,Turn,1
c024f01abe,9.82437,14.1044,Turn,1
c024f01abe,14.5444,21.5844,Turn,1
c024f01abe,38.9444,40.3044,Turn,1
c0ba2273b0,26.82,103.92,Turn,1
c23e55e654,13.26,107.94,StartHesitation,1
c23e55e654,108.38,197.96,Turn,1
c23e55e654,203.0,246.0,Turn,1
c23e55e654,250.92,402.16,StartHesitation,1
c23e55e654,405.4,418.16,Turn,1
c262aaccac,7.78906,13.4691,Turn,1
c262aaccac,16.7891,28.2291,Turn,1
c296f8bc53,13.8269,14.8669,Turn,1
c2c0d73c35,9.62969,11.9897,Turn,1
c2c0d73c35,14.4297,18.1097,Turn,1
c2d0e4881b,7.36344,9.16344,Turn,1
c2d0e4881b,11.6434,16.0034,Turn,1
c2d0e4881b,21.4434,22.5234,Turn,1
c2d0e4881b,29.0034,31.5234,Turn,1
c2d0e4881b,57.7634,59.4434,Turn,1
c314174a8c,12.9403,13.9403,Turn,1
c314174a8c,18.6203,22.2203,Turn,1
c36c3860e7,9.13562,10.6956,StartHesitation,1
c36c3860e7,14.8156,25.5356,Turn,1
c36c3860e7,28.4956,30.0956,Turn,1
c36c3860e7,33.4956,36.7756,Turn,1
c36c3860e7,44.7756,47.6156,Turn,1
c36c3860e7,52.2956,57.0556,Walking,1
c3ac51e605,15.78,17.58,Turn,1
c3ac51e605,26.12,29.1,Turn,1
c48c8b9c29,12.0687,12.9887,Turn,1
c48c8b9c29,15.9087,19.2687,Turn,1
c49fe646a1,9.82937,13.1494,StartHesitation,1
c49fe646a1,16.4494,17.6094,Turn,1
c49fe646a1,23.8294,25.2694,Turn,1
c49fe646a1,29.9694,35.0894,Turn,1
c49fe646a1,48.4694,54.9294,Turn,1
c49fe646a1,72.2294,73.8494,Turn,1
c49fe646a1,99.7694,113.729,Turn,1
c65d4b21be,19.8919,22.0119,Turn,1
c68009f93d,2.61469,2.85469,StartHesitation,1
c784d2f5d6,7.44,17.88,StartHesitation,1
c784d2f5d6,18.92,20.0,Walking,1
c784d2f5d6,19.82,38.82,Turn,1
c784d2f5d6,47.22,48.86,Walking,1
c784d2f5d6,51.86,57.22,Turn,1
c7981984b4,14.2309,15.3909,Turn,1
c7981984b4,17.4709,18.7509,Turn,1
c8622e0019,21.16,25.7,StartHesitation,0
c8622e0019,27.44,61.54,Walking,0
c8622e0019,63.42,212.24,Turn,1
c8622e0019,222.9,235.94,Turn,1
c8622e0019,246.38,267.76,Walking,0
ca17b5a4f1,10.1659,17.9459,Turn,1
ca17b5a4f1,19.3059,88.7659,Turn,1
ca17b5a4f1,100.086,102.406,Turn,1
ca6299942a,22.9241,25.1641,Walking,1
ca88d0aa81,17.015,18.015,Turn,1
ca88d0aa81,19.375,20.575,Turn,1
ca9d202068,9.70187,11.5019,Turn,1
ca9d202068,19.1419,20.2219,Turn,1
cbc907dd0e,19.9441,21.1441,Turn,1
ccf39d0b9e,12.1584,13.1984,Turn,1
ccf39d0b9e,24.5584,26.5984,Walking,1
cd0bf2d331,13.4053,16.9253,Turn,1
cd0bf2d331,20.9253,23.3253,Turn,1
cd0bf2d331,31.2853,32.8853,Turn,1
cd23f96303,20.0806,21.3606,Turn,1
cd23f96303,22.6406,25.1206,Turn,1
cd7a1efefb,16.1603,17.5203,Walking,1
cd7bca4654,7.68906,10.4491,StartHesitation,0
cd7bca4654,14.8491,56.1691,Turn,1
cd7bca4654,56.1691,77.6891,Turn,1
cd7bca4654,90.8091,100.169,Turn,1
cd7bca4654,105.569,108.169,Walking,1
cd890bcc2b,22.3034,23.4234,Turn,1
cd890bcc2b,28.5034,55.1434,Turn,1
ce1c876c1a,1.02,21.8,StartHesitation,0
ce1c876c1a,28.0,52.68,Turn,1
ce1c876c1a,56.12,75.06,Turn,1
cfba8beab2,12.66,19.66,Turn,1
cfba8beab2,24.54,29.26,Turn,1
cfba8beab2,31.08,40.64,Turn,1
d1b3a4dfb1,12.4562,30.9562,Turn,1
d23f1f69e5,23.3284,27.3284,Turn,1
d30bf7abc2,5.60656,28.5266,Turn,1
d3ed30d2b1,8.80812,10.2481,Turn,1
d3ed30d2b1,11.8481,12.6081,Turn,1
d3ed30d2b1,12.9081,14.9481,Turn,1
d43cee72fa,13.4022,34.3222,Turn,1
d43cee72fa,46.5622,47.9622,Turn,1
d447a6566e,12.2153,14.4553,StartHesitation,0
d447a6566e,21.5353,40.9753,Turn,1
d447a6566e,40.9753,58.8153,Turn,1
d447a6566e,69.1353,74.4553,Turn,1
d606b42f46,26.9506,31.1106,Turn,1
d606b42f46,37.0306,53.6306,Turn,1
d606b42f46,56.9106,60.8706,Turn,1
d606b42f46,61.4706,65.7906,Turn,1
d606b42f46,73.4306,82.6706,Turn,1
d63e3d09dc,26.9191,28.8791,Turn,1
d65302f168,22.6244,25.9444,Turn,1
d65302f168,35.1444,39.1044,Turn,1
d675e28c20,22.6772,24.3572,StartHesitation,1
d722075749,20.5269,27.3269,Turn,1
d7644a14c3,8.81,9.97,Turn,1
d7644a14c3,12.53,17.89,Turn,1
d7644a14c3,26.49,31.93,Turn,1
d7644a14c3,37.71,39.47,Turn,1
d8ee255fab,4.245,6.285,Turn,1
d8ee255fab,10.125,32.325,Turn,1
d8ee255fab,32.325,41.365,Turn,1
d8ee255fab,65.405,68.445,Turn,1
d9576be6e3,5.38,6.66,StartHesitation,0
d9576be6e3,18.56,23.72,Turn,1
d9576be6e3,24.4,36.58,Turn,1
d98358a75f,7.92,72.0,StartHesitation,1
d98358a75f,72.08,392.14,Turn,1
d98358a75f,394.42,445.58,Walking,1
db0221f462,33.2597,34.7397,Turn,1
db8f589217,17.5175,20.3975,Turn,1
db8f589217,35.8375,38.3575,Turn,1
dcc5c991b5,10.8006,25.0406,Turn,1
dcc5c991b5,63.8406,65.2406,Turn,1
dcc5c991b5,65.2806,74.5606,Walking,1
de52ef6ef4,12.5094,14.7094,Turn,1
de52ef6ef4,17.2294,20.3094,Turn,1
de52ef6ef4,21.1494,23.6294,Turn,1
dec1b7c109,43.8862,56.6062,StartHesitation,0
dec1b7c109,70.6663,96.8263,Turn,0
dec1b7c109,98.9663,134.846,Turn,0
dec1b7c109,142.646,154.006,Turn,0
dec1b7c109,159.206,168.346,Turn,1
e13d9996ad,16.6009,19.0409,StartHesitation,0
e13d9996ad,22.8409,43.6009,Turn,1
e13d9996ad,46.6009,63.5209,Turn,1
e13d9996ad,79.9609,81.5209,Turn,1
e17a80916c,11.79,12.49,Turn,1
e2b8e7b507,19.8291,24.5091,Turn,1
e2b8e7b507,26.7891,31.7491,Turn,1
e2b8e7b507,32.1891,34.7091,Turn,1
e2b8e7b507,43.3091,45.2291,Walking,1
e318182fe2,3.1,84.32,StartHesitation,1
e318182fe2,86.14,278.96,Turn,1
e318182fe2,284.98,298.96,Walking,1
e318182fe2,303.6,318.34,Turn,1
e3406f028b,3.30875,9.06875,StartHesitation,0
e3406f028b,20.8287,58.4687,Turn,1
e3406f028b,58.4687,61.5888,Turn,1
e3406f028b,79.5888,82.2288,StartHesitation,0
e3406f028b,97.1488,104.389,Turn,1
e42ab4e307,15.0675,16.7275,Turn,1
e44b991c48,9.10125,15.1412,Turn,1
e44b991c48,16.3612,22.3012,Turn,1
e44b991c48,44.4212,46.3012,Turn,1
e47feb6452,9.82906,11.6291,Turn,1
e47feb6452,17.8291,20.5091,Turn,1
e47feb6452,22.3891,26.6891,Turn,1
e47feb6452,27.2491,29.8091,Turn,1
e47feb6452,34.4091,35.2291,Turn,1
e47feb6452,37.2491,38.1691,Turn,1
e47feb6452,38.0091,40.8491,Turn,1
e47feb6452,57.3691,60.4891,Turn,1
e520596acb,9.16469,13.9647,Turn,1
e520596acb,14.8647,25.1447,Turn,1
e5b50f097a,19.6206,21.6206,Turn,1
e5b50f097a,56.8606,58.3406,Turn,1
e5d299a974,6.40156,7.36156,StartHesitation,1
e5d299a974,15.2816,16.3616,Turn,1
e79b7e501a,10.8434,11.6834,Turn,1
e7b5afe544,10.14,83.78,StartHesitation,1
e7b5afe544,83.79,178.42,Turn,1
e7b5afe544,182.7,255.18,Turn,1
e89aef9549,6.90719,10.8272,StartHesitation,0
e89aef9549,20.5872,30.5872,Turn,1
e89aef9549,35.4272,48.6272,Turn,1
e89aef9549,46.2969,50.0,Turn,1
e89aef9549,52.9472,68.5872,Turn,1
e89aef9549,81.5472,82.9472,Turn,1
e8f45c11b3,6.22406,13.6641,Turn,1
e8f45c11b3,14.6641,26.9841,Turn,1
e8f45c11b3,34.8441,35.3241,Turn,1
e98bbd551c,26.56,27.6,Turn,1
e9de6fd9b4,11.6403,15.6003,Turn,1
e9de6fd9b4,17.6603,18.7403,Turn,1
e9de6fd9b4,19.9403,21.5803,Turn,1
eaa4651a87,11.52,73.44,StartHesitation,1
eaa4651a87,73.44,151.2,Turn,1
eaa4651a87,153.36,179.24,Turn,1
eaa4651a87,180.32,311.8,Walking,1
eaa4651a87,316.2,319.32,Turn,1
eac0169d51,2.51594,10.9559,StartHesitation,0
eac0169d51,15.7959,31.9159,Turn,1
eac0169d51,43.8559,48.1759,Turn,1
eac0169d51,66.8559,73.4159,Turn,1
eac8e044ca,18.7759,26.4559,Turn,1
eac8e044ca,26.4559,30.1359,Turn,1
eac8e044ca,36.2959,37.1759,Walking,0
eac8e044ca,40.6959,42.3759,Turn,1
eb1f4ece9f,5.05,20.69,Turn,1
eb1f4ece9f,20.69,34.97,Turn,1
eb1f4ece9f,43.37,45.21,Turn,1
ec5273b4b5,72.36,76.32,StartHesitation,1
ec5273b4b5,81.48,201.76,Turn,1
ec5273b4b5,208.24,332.96,Turn,1
ec5273b4b5,345.7,358.58,Turn,1
ec5273b4b5,367.92,374.24,Turn,1
ecfa9e6b7b,11.2947,13.0947,Turn,1
ecfa9e6b7b,19.0147,29.4147,Turn,1
ef4fd1bbb4,11.3031,12.3631,Turn,1
ef4fd1bbb4,13.3231,14.1231,Turn,1
ef4fd1bbb4,14.6031,15.4831,Turn,1
ef4fd1bbb4,16.5031,17.3831,Turn,1
ef4fd1bbb4,19.1631,20.3031,Turn,1
ef4fd1bbb4,30.8831,34.2831,Walking,0
f00d8c57fa,3.18219,4.90219,StartHesitation,0
f00d8c57fa,10.6222,12.3022,Turn,1
f00d8c57fa,18.0622,30.5822,Turn,1
f00d8c57fa,57.7822,60.6222,Turn,1
f1973987d9,10.775,11.975,Turn,1
f1973987d9,16.535,21.495,Turn,1
f1973987d9,24.875,27.715,Turn,1
f1973987d9,28.575,29.415,Turn,1
f1973987d9,30.255,34.535,Turn,1
f1a1c41c3a,37.0587,40.4987,Turn,1
f1a1c41c3a,43.0587,52.1387,Turn,1
f256ab78d2,20.3128,22.1128,Turn,1
f256ab78d2,25.5928,32.0728,Turn,1
f47756ccb1,17.415,23.255,Turn,1
f47756ccb1,23.455,31.975,Turn,1
f47756ccb1,33.955,36.315,Turn,1
f47756ccb1,39.035,40.715,Turn,1
f47756ccb1,56.075,61.915,Turn,1
f5649e13d9,15.0481,26.0881,Turn,1
f5649e13d9,29.0881,39.7681,Turn,1
f589ad902c,85.72,90.48,Turn,1
f5bac97194,25.8506,27.8106,Turn,1
f5f474848e,14.9816,18.6616,Turn,1
f5f474848e,20.1016,49.6416,Turn,1
f5f474848e,64.0816,69.0416,Turn,1
f60bf42bd8,2.41469,7.57469,StartHesitation,1
f60bf42bd8,10.2947,39.8947,Turn,1
f60bf42bd8,41.0947,60.2947,Turn,1
f60bf42bd8,64.8947,66.3347,Walking,1
f60bf42bd8,73.7347,75.9747,Walking,1
f65510090d,27.1644,53.4444,Turn,1
f65510090d,77.7444,101.384,Turn,1
f6824df7fe,13.3912,16.3112,Turn,0
f7993aac2f,16.7641,30.4041,Turn,1
f7993aac2f,33.6841,37.0041,Walking,1
f7993aac2f,40.3441,43.2641,Turn,1
f8d1e9557a,8.13625,19.4562,Turn,1
f8d1e9557a,21.6562,34.0962,Turn,1
f8d1e9557a,45.0562,47.8562,Turn,1
f977bf3a00,8.95906,11.2591,Turn,1
f977bf3a00,12.8591,15.7391,Turn,1
f977bf3a00,19.3991,21.7991,Turn,1
f977bf3a00,23.0791,24.9191,Turn,1
f977bf3a00,28.6591,31.7391,Turn,1
f977bf3a00,36.4391,40.4791,Turn,1
f9bec9a86f,12.6144,13.7744,Turn,1
f9bec9a86f,15.6944,16.5344,Turn,1
f9bec9a86f,30.5544,30.7544,Turn,1
f9c92f29d2,15.8247,17.0647,Turn,1
f9c92f29d2,17.7847,19.1447,Turn,1
f9c92f29d2,25.8847,27.4047,Turn,1
f9fb303d4e,12.4097,32.8697,Turn,1
fb0ee734b5,10.58,11.8,Turn,1
fb0ee734b5,20.68,21.9,Turn,1
fb14eb4a33,9.15594,12.1159,Turn,1
fb14eb4a33,12.9959,15.2759,Turn,1
fb14eb4a33,16.7159,31.7559,Turn,1
fc8023cf89,10.5875,13.1675,Turn,1
fc8023cf89,18.5675,21.5675,Turn,1
fcacfd3fc5,36.3381,38.9781,Turn,1
fd52a32229,31.54,39.02,Turn,1
